"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://zibdigital.com.au/wp-content/uploads/2020/10/down-arrow.png","image/png","200","OK","Indexable","","","67","","https://zibdigital.com.au/wp-content/uploads/2020/10/down-arrow.png"
"https://zibdigital.com.au/zib-partner-opportunity/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","386d2859c28b99b48d7c16b9e25430c","50","https://zibdigital.com.au/zib-partner-opportunity/","https://zibdigital.com.au/zib-partner-opportunity/"
"https://zibdigital.com.au/privacy-policy/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","d137c2111e01f1f584b015c878f11df6","41","https://zibdigital.com.au/privacy-policy/","https://zibdigital.com.au/privacy-policy/"
"https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/styles/slick.css","text/css","200","OK","Indexable","","","86","","https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/styles/slick.css"
"https://zibdigital.com.au/wp-content/uploads/2022/12/darche-b14.jpg","image/jpeg","200","OK","Indexable","","","67","","https://zibdigital.com.au/wp-content/uploads/2022/12/darche-b14.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/12/trakracer-t17.jpg","image/jpeg","200","OK","Indexable","","","70","","https://zibdigital.com.au/wp-content/uploads/2022/12/trakracer-t17.jpg"
"https://zibdigital.com.au/digital-marketing-agency-sydney/","text/html; charset=UTF-8","200","OK","Indexable","","b229767349946169b71ad3ed3ec21148","58","https://zibdigital.com.au/digital-marketing-agency-sydney/","https://zibdigital.com.au/digital-marketing-agency-sydney/"
"https://zibdigital.com.au/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.5","application/javascript","200","OK","Indexable","","","92","","https://zibdigital.com.au/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.5"
"https://zibdigital.com.au/wp-content/uploads/2022/08/Zib-homepage_Stat.png","image/png","200","OK","Indexable","","","74","","https://zibdigital.com.au/wp-content/uploads/2022/08/Zib-homepage_Stat.png"
"https://zibdigital.com.au/case-studies/","text/html; charset=UTF-8","200","OK","Indexable","","b7d36b460479fe1136789af9715a14d","39","https://zibdigital.com.au/case-studies/","https://zibdigital.com.au/case-studies/"
"https://zibdigital.com.au/wp-content/uploads/2022/11/specialist.png","image/png","200","OK","Indexable","","","67","","https://zibdigital.com.au/wp-content/uploads/2022/11/specialist.png"
"https://zibdigital.com.au/wp-content/uploads/2022/02/ZibDigital_WhitePaper_2022-1.pdf","application/pdf","200","OK","Indexable","","","85","","https://zibdigital.com.au/wp-content/uploads/2022/02/ZibDigital_WhitePaper_2022-1.pdf"
"https://zibdigital.com.au/wp-content/uploads/2023/01/shopify.png","image/png","200","OK","Indexable","","","64","","https://zibdigital.com.au/wp-content/uploads/2023/01/shopify.png"
"https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/responsive-menus.min.js","application/javascript","200","OK","Indexable","","","101","","https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/responsive-menus.min.js"
"https://zibdigital.com.au/wp-content/uploads/2022/12/bridge-b7.jpg","image/jpeg","200","OK","Indexable","","","66","","https://zibdigital.com.au/wp-content/uploads/2022/12/bridge-b7.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/12/gardenstate-b4.jpg","image/jpeg","200","OK","Indexable","","","71","","https://zibdigital.com.au/wp-content/uploads/2022/12/gardenstate-b4.jpg"
"https://zibdigital.com.au/google-ads/","text/html; charset=UTF-8","200","OK","Indexable","","4958c54606cf16d5a5db1c0e672e6911","37","https://zibdigital.com.au/google-ads/","https://zibdigital.com.au/google-ads/"
"https://zibdigital.com.au/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=0.2.3","application/javascript","200","OK","Indexable","","","112","","https://zibdigital.com.au/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=0.2.3"
"https://zibdigital.com.au/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","","71","","https://zibdigital.com.au/wp-includes/js/jquery/jquery.min.js?ver=3.7.1"
"https://zibdigital.com.au/wp-content/uploads/2023/01/meta.png","image/png","200","OK","Indexable","","","61","","https://zibdigital.com.au/wp-content/uploads/2023/01/meta.png"
"https://zibdigital.com.au/wp-content/uploads/2022/12/drnc-t15.jpg","image/jpeg","200","OK","Indexable","","","65","","https://zibdigital.com.au/wp-content/uploads/2022/12/drnc-t15.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/12/euromaid-t13.jpg","image/jpeg","200","OK","Indexable","","","69","","https://zibdigital.com.au/wp-content/uploads/2022/12/euromaid-t13.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/09/Effective-SEO.jpg","image/jpeg","200","OK","Indexable","","","70","","https://zibdigital.com.au/wp-content/uploads/2022/09/Effective-SEO.jpg"
"https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/styles/team-landing-page.css?ver=7.0","text/css","200","OK","Indexable","","","106","","https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/styles/team-landing-page.css?ver=7.0"
"https://zibdigital.com.au/wp-content/plugins/popup-maker/dist/assets/site.css?ver=1.22.0","text/css","200","OK","Indexable","","","88","","https://zibdigital.com.au/wp-content/plugins/popup-maker/dist/assets/site.css?ver=1.22.0"
"https://zibdigital.com.au/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=7.0","application/javascript","200","OK","Indexable","","","84","","https://zibdigital.com.au/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=7.0"
"https://zibdigital.com.au/wp-content/uploads/2023/01/klaviyo.png","image/png","200","OK","Indexable","","","64","","https://zibdigital.com.au/wp-content/uploads/2023/01/klaviyo.png"
"https://zibdigital.com.au/wp-content/plugins/widget-google-reviews/assets/6.9.6/js/public-main.js","application/javascript","200","OK","Indexable","","","97","","https://zibdigital.com.au/wp-content/plugins/widget-google-reviews/assets/6.9.6/js/public-main.js"
"https://zibdigital.com.au/digital-marketing-agency-gold-coast/","text/html; charset=UTF-8","200","OK","Indexable","","a10ba5115167b57e86f3798a9f3ea381","62","https://zibdigital.com.au/digital-marketing-agency-gold-coast/","https://zibdigital.com.au/digital-marketing-agency-gold-coast/"
"https://zibdigital.com.au/casestudy/port-melbourne-containers/","text/html; charset=UTF-8","200","OK","Indexable","","e482f1d28a22a7c845f3640d541853f6","62","https://zibdigital.com.au/casestudy/port-melbourne-containers/","https://zibdigital.com.au/casestudy/port-melbourne-containers/"
"https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/jquery-3.2.1.min.js?ver=3.2.1","application/javascript","200","OK","Indexable","","","107","","https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/jquery-3.2.1.min.js?ver=3.2.1"
"https://zibdigital.com.au/wp-content/uploads/2022/11/Countries.png","image/png","200","OK","Indexable","","","66","","https://zibdigital.com.au/wp-content/uploads/2022/11/Countries.png"
"https://zibdigital.com.au/social-media-marketing-agency-brisbane/","text/html; charset=UTF-8","200","OK","Indexable","","5273cdc1d25c561147384c34bce31ac2","65","https://zibdigital.com.au/social-media-marketing-agency-brisbane/","https://zibdigital.com.au/social-media-marketing-agency-brisbane/"
"https://zibdigital.com.au/wp-content/uploads/2022/12/citykia-t9.jpg","image/jpeg","200","OK","Indexable","","","67","","https://zibdigital.com.au/wp-content/uploads/2022/12/citykia-t9.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/12/harcourts-b5.jpg","image/jpeg","200","OK","Indexable","","","69","","https://zibdigital.com.au/wp-content/uploads/2022/12/harcourts-b5.jpg"
"https://zibdigital.com.au/blog/","text/html; charset=UTF-8","200","OK","Indexable","","78bdc3cddb0d66d3c006dcb6b4ac4088","31","https://zibdigital.com.au/blog/","https://zibdigital.com.au/blog/"
"https://zibdigital.com.au/wp-content/uploads/2022/11/Group-117.png","image/png","200","OK","Indexable","","","66","","https://zibdigital.com.au/wp-content/uploads/2022/11/Group-117.png"
"https://zibdigital.com.au/wp-content/uploads/2022/09/Digital-Strategy.jpg","image/jpeg","200","OK","Indexable","","","73","","https://zibdigital.com.au/wp-content/uploads/2022/09/Digital-Strategy.jpg"
"https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/global.js","application/javascript","200","OK","Indexable","","","87","","https://zibdigital.com.au/wp-content/themes/studio45/resources/assets/scripts/global.js"
"https://zibdigital.com.au/wp-content/plugins/hubspot-wp-plugin/public/css/hubspot-wp-plugin-public.css?ver=1.0.0","text/css","200","OK","Indexable","","","112","","https://zibdigital.com.au/wp-content/plugins/hubspot-wp-plugin/public/css/hubspot-wp-plugin-public.css?ver=1.0.0"
"https://zibdigital.com.au/digital-marketing-geelong/","text/html; charset=UTF-8","200","OK","Indexable","","a19970e204115356f9a8d4031ddab89a","52","https://zibdigital.com.au/digital-marketing-geelong/","https://zibdigital.com.au/digital-marketing-geelong/"
"https://zibdigital.com.au/wp-content/uploads/2022/11/Mask-Group-21.png","image/png","200","OK","Indexable","","","70","","https://zibdigital.com.au/wp-content/uploads/2022/11/Mask-Group-21.png"
"https://zibdigital.com.au/wp-content/uploads/2022/12/haileybury-b6.jpg","image/jpeg","200","OK","Indexable","","","70","","https://zibdigital.com.au/wp-content/uploads/2022/12/haileybury-b6.jpg"
"https://zibdigital.com.au/wp-content/uploads/2022/11/email-marketing.png","image/png","200","OK","Indexable","","","72","","https://zibdigital.com.au/wp-content/uploads/2022/11/email-marketing.png"
